image_id,image_path,split_path,class_name,class_index,crop,scientific_name,condition,damage_category,pathogen_or_pest,symptoms,severity,source,source_url,license,country,state,collection_environment,label_verified,verification_source,verification_date,confidence,md5_hash,train_val_test_split
IND_LEAF_01582,data\processed\Wheat___Yellow_Rust\IND_LEAF_01582_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01582_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,f77b8eecbbc6b708c852ec272d847420,train
IND_LEAF_01583,data\processed\Wheat___Yellow_Rust\IND_LEAF_01583_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01583_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,West Bengal,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,b5adec58754b1faea376d1442be21fd2,train
IND_LEAF_01584,data\processed\Wheat___Yellow_Rust\IND_LEAF_01584_Wheat___Yellow_Rust.jpg,data\validation\Wheat___Yellow_Rust\IND_LEAF_01584_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Maharashtra,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,0428e79332b0ad30783837f0baf0aa4d,validation
IND_LEAF_01585,data\processed\Wheat___Yellow_Rust\IND_LEAF_01585_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01585_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Uttar Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,7f34327adab3f90f5068c31ddc710fb1,train
IND_LEAF_01586,data\processed\Wheat___Yellow_Rust\IND_LEAF_01586_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01586_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Punjab,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,3911ba7d2b3fb95bb32e46d198c98b80,train
IND_LEAF_01587,data\processed\Wheat___Yellow_Rust\IND_LEAF_01587_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01587_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,bc85d48abf7afc7d2ca34665e3432ada,train
IND_LEAF_01588,data\processed\Wheat___Yellow_Rust\IND_LEAF_01588_Wheat___Yellow_Rust.jpg,data\validation\Wheat___Yellow_Rust\IND_LEAF_01588_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Gujarat,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,e5f2f4f546bcc1425283cc3c3aed2463,validation
IND_LEAF_01589,data\processed\Wheat___Yellow_Rust\IND_LEAF_01589_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01589_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Karnataka,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,4077ddfc05d01987b8ef0558bf9bff1d,train
IND_LEAF_01590,data\processed\Wheat___Yellow_Rust\IND_LEAF_01590_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01590_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,b31b35ab50adaa6efc174702b1f34947,train
IND_LEAF_01591,data\processed\Wheat___Yellow_Rust\IND_LEAF_01591_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01591_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,West Bengal,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,77501619ba709b74fb5aa8e6b03257d7,train
IND_LEAF_01592,data\processed\Wheat___Yellow_Rust\IND_LEAF_01592_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01592_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Maharashtra,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,1acbc0c5dc4a44584313712e46d8c819,train
IND_LEAF_01593,data\processed\Wheat___Yellow_Rust\IND_LEAF_01593_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01593_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Uttar Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,cee933d4f9cecac9ddd39826cea98734,train
IND_LEAF_01594,data\processed\Wheat___Yellow_Rust\IND_LEAF_01594_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01594_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Punjab,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,ca952bb098daf3f17c91fc9e8e84da2c,train
IND_LEAF_01595,data\processed\Wheat___Yellow_Rust\IND_LEAF_01595_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01595_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,0f847a0cfd4f55851845a38593dabb81,train
IND_LEAF_01596,data\processed\Wheat___Yellow_Rust\IND_LEAF_01596_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01596_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Gujarat,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,98d0761176f8cef6fffa519e13b5c17b,train
IND_LEAF_01597,data\processed\Wheat___Yellow_Rust\IND_LEAF_01597_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01597_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Karnataka,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,d0ad109bd61d491e545f4ca5b811dd40,train
IND_LEAF_01598,data\processed\Wheat___Yellow_Rust\IND_LEAF_01598_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01598_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,2d256cc9926d9e439321efe2f1a44655,train
IND_LEAF_01599,data\processed\Wheat___Yellow_Rust\IND_LEAF_01599_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01599_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,West Bengal,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,5173e1fdf9824f6dc2b4c2a375d6c0dc,train
IND_LEAF_01600,data\processed\Wheat___Yellow_Rust\IND_LEAF_01600_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01600_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Maharashtra,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,58e22ecd1093b5b3e9ed3df9b5534392,train
IND_LEAF_01601,data\processed\Wheat___Yellow_Rust\IND_LEAF_01601_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01601_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Uttar Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,c5a8777695dc7f9d7b3958db643956c3,train
IND_LEAF_01602,data\processed\Wheat___Yellow_Rust\IND_LEAF_01602_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01602_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Punjab,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,787671fdaa123220a496ddfcdd9bc2dc,train
IND_LEAF_01603,data\processed\Wheat___Yellow_Rust\IND_LEAF_01603_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01603_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,4e0e79bdd6a50924a36bd3faf39717aa,train
IND_LEAF_01604,data\processed\Wheat___Yellow_Rust\IND_LEAF_01604_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01604_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Gujarat,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,bc250a9d227c361967c5989f25f4b989,train
IND_LEAF_01605,data\processed\Wheat___Yellow_Rust\IND_LEAF_01605_Wheat___Yellow_Rust.jpg,data\validation\Wheat___Yellow_Rust\IND_LEAF_01605_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Karnataka,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,1bf3ca44a87256fefc974c34ebf9c968,validation
IND_LEAF_01606,data\processed\Wheat___Yellow_Rust\IND_LEAF_01606_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01606_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,040a5cee460acd97cddf9191654f2627,train
IND_LEAF_01607,data\processed\Wheat___Yellow_Rust\IND_LEAF_01607_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01607_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,West Bengal,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,8488abbd57461ca4146ae6100b14c908,train
IND_LEAF_01608,data\processed\Wheat___Yellow_Rust\IND_LEAF_01608_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01608_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Maharashtra,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,995a3dcd035c4b37dcc94a1ba27c8f6b,train
IND_LEAF_01609,data\processed\Wheat___Yellow_Rust\IND_LEAF_01609_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01609_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Uttar Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,1631d41d494db8ce21399be5d9537669,train
IND_LEAF_01610,data\processed\Wheat___Yellow_Rust\IND_LEAF_01610_Wheat___Yellow_Rust.jpg,data\test\Wheat___Yellow_Rust\IND_LEAF_01610_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Punjab,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,b6f2ee23533ed14a3fc2e2943759e6a5,test
IND_LEAF_01611,data\processed\Wheat___Yellow_Rust\IND_LEAF_01611_Wheat___Yellow_Rust.jpg,data\validation\Wheat___Yellow_Rust\IND_LEAF_01611_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,e39dcb6fe0374aefc3435273b4a59019,validation
IND_LEAF_01612,data\processed\Wheat___Yellow_Rust\IND_LEAF_01612_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01612_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Gujarat,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,60754148bb41e2a8d743566c10fc494d,train
IND_LEAF_01613,data\processed\Wheat___Yellow_Rust\IND_LEAF_01613_Wheat___Yellow_Rust.jpg,data\validation\Wheat___Yellow_Rust\IND_LEAF_01613_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Karnataka,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,160732b0bac5a64617788d56dcbc21e9,validation
IND_LEAF_01614,data\processed\Wheat___Yellow_Rust\IND_LEAF_01614_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01614_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,1ceece6b4f9f918134ca73514f7e30e4,train
IND_LEAF_01615,data\processed\Wheat___Yellow_Rust\IND_LEAF_01615_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01615_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,West Bengal,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,b230f8dafcc108f4a4af7d5f9f2eeffd,train
IND_LEAF_01616,data\processed\Wheat___Yellow_Rust\IND_LEAF_01616_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01616_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Maharashtra,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,d98b7a919eb9214cc46da5479cd1fffa,train
IND_LEAF_01617,data\processed\Wheat___Yellow_Rust\IND_LEAF_01617_Wheat___Yellow_Rust.jpg,data\validation\Wheat___Yellow_Rust\IND_LEAF_01617_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Uttar Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,15c8b8504871d5f548501838f5e148e9,validation
IND_LEAF_01618,data\processed\Wheat___Yellow_Rust\IND_LEAF_01618_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01618_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Punjab,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,473d2d4f3dd9106cd213eb5ba609b761,train
IND_LEAF_01619,data\processed\Wheat___Yellow_Rust\IND_LEAF_01619_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01619_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,eb0dd0d25a292ee4eef1f8201bb4e2d4,train
IND_LEAF_01620,data\processed\Wheat___Yellow_Rust\IND_LEAF_01620_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01620_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Gujarat,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,00b0dbe18b6266c36313ed33c6bdfddc,train
IND_LEAF_01621,data\processed\Wheat___Yellow_Rust\IND_LEAF_01621_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01621_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Karnataka,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,512983099cd2b4b5bc2581be23ef0d12,train
IND_LEAF_01622,data\processed\Wheat___Yellow_Rust\IND_LEAF_01622_Wheat___Yellow_Rust.jpg,data\train\Wheat___Yellow_Rust\IND_LEAF_01622_Wheat___Yellow_Rust.jpg,Wheat___Yellow_Rust,4,Wheat,Triticum aestivum,Yellow Rust (Stripe Rust),Fungal Disease,Puccinia striiformis,Bright yellow linear parallel stripe pustules,Severe,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,727a63a2c02d3db9c9a9453fa62a30be,train
